ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b223,AI,Stone Cottage with Slate Roof,"A charming stone cottage with a slate roof features a symmetrical facade with a wooden front door, multiple small windows, and a flagstone patio adorned with potted plants.",,,,
b224,AI,Stone Farmhouse,"A weathered stone farmhouse, slate roof features a symmetrical facade with multiple, boarded-up windows and a pair of open double doors, surrounded by a field of yellow flowers.",,,,
b225,AI,Rustic Stone Farmhouse with Wood Accents,"A charming rustic farmhouse, constructed of weathered stone with wood accents, features a slate roof, a spacious patio with outdoor seating, and a manicured lawn surrounded by lush greenery.",,,,
b226,AI,Modern Stone House with Wood Accents,"A contemporary stone house with a cantilevered upper level features large glass windows, a wooden facade, and a stone staircase leading to the entrance, nestled amidst a rocky hillside.",,,,
b227,AI,Colonial-Style Mansion with Slate Roof,"A grand colonial-style mansion with a slate roof features a symmetrical facade with a columned portico, multiple windows, and a stone-paved driveway, surrounded by lush greenery.",,,,
b228,AI,Victorian-Style Brick House,"A Victorian-style brick house with a gabled roof features a symmetrical facade with a front porch supported by columns, multiple windows with shutters, and a dark blue front door, surrounded by lush greenery.",,,,
b229,AI,Modern House with Wood Roof and Glass Walls,"A contemporary house with a large, overhanging wooden roof features a geometric facade with expansive glass walls and a wooden deck, nestled amidst lush greenery.",,,,
b230,AI,Modern Farmhouse with Wood and Glass,"A modern farmhouse with a sloped wooden roof features a large glass wall with floor-to-ceiling windows, a wooden facade, and a stone patio, surrounded by lush greenery.",,,,
b231,AI,Modern Wood House with Cantilevered Upper Level,"A contemporary wooden house with a geometric roof features a cantilevered upper level with a glass balcony, a white lower level with a large, open entrance, and a stone patio.",,,,
b232,AI,Modern House with Curving Wooden Roof,"A contemporary house with a curved wooden roof features large glass windows, a wooden facade, and a cantilevered upper level with a balcony, nestled amidst lush greenery.",,,,
b233,AI,Modern A-Frame House with Wood and Glass,"A contemporary A-frame house with a black metal roof features a large, triangular glass window, a wooden facade, and a spacious outdoor deck, nestled amidst a forested landscape.",,,,
b234,AI,Prairie Style House with Flat Roof,"A Prairie-style house with a flat roof features a horizontal design with large windows, a stone base, and a wooden balcony, surrounded by lush greenery.",,,,
b235,AI,Modern House with Curved Wooden Roof and Glass Walls,"A contemporary house with a distinctive curved wooden roof features large glass windows, a stone base, and a spacious outdoor deck illuminated by warm lighting, nestled amidst a lush green lawn.",,,,
b236,AI,Modern Scandinavian House,"A sleek, modern Scandinavian house with a sloped roof featuring large windows and a combination of gray stone, black metal, and wood accents.",,,,
b237,AI,Contemporary Modern House,"A contemporary modern house with a sharp, angular roof featuring large windows, a dark exterior, and contrasting wood accents.",,,,
b238,AI,Modern A-Frame House,"A modern A-frame house with a dramatic, angular roof made of wood, large glass windows, and a dark metal exterior.",,,,
b239,AI,Modern Sloped Roof House,"A modern house with a sloped wooden roof, a dark blue exterior, large windows, and a glass balcony overlooking a scenic landscape.",,,,
b240,AI,Modern Wood-Clad House,"A modern house with a sloped roof featuring wood cladding, large windows, and a black garage door with stone accents.",,,,
b241,AI,Modern Elevated House,"A modern, elevated house with a sloped wooden roof, a bold blue exterior, large windows, and a stone pathway leading to the entrance.",,,,
b242,AI,Modern Cabin Retreat,"A modern cabin with a pitched roof featuring large windows, wood cladding, and a dark exterior, perfect for a secluded forest retreat.",,,,
b243,AI,Modern A-Frame Cabin,"A modern A-frame cabin with a dark exterior, a sloped wooden roof, large windows, and a spacious wooden deck surrounded by lush greenery.",,,,
b244,AI,Organic Modern House,"A modern house with an organic, curved roof made of wood, large windows, and a dark metal exterior, blending seamlessly with the surrounding natural environment.",,,,
b245,AI,Classic Colonial House,"A classic Colonial house with a symmetrical facade, white paint, a gabled roof, black shutters, and a large front porch with white columns.",,,,
b246,AI,Rustic Farmhouse,"A rustic farmhouse with a gabled roof, wood siding, large windows, and a wraparound porch, surrounded by lush greenery.",,,,
b247,AI,Classic Greek Revival House,"A classic Greek Revival house with a symmetrical facade, white paint, a gabled roof, green shutters, and a front porch with white columns.",,,,
b248,AI,Historic Country Store,"A historic country store with a gabled roof, weathered wood siding, black shutters, and a front porch, nestled along a winding country road.",,,,
b249,AI,Rural Farmhouse Sunset,"A rural farmhouse with a gabled roof, white paint, black shutters, and a wraparound porch, bathed in the golden light of a setting sun.",,,,
b250,AI,Historic Victorian House,"A historic Victorian house with a gabled roof, green paint, white trim, and solar panels, featuring a front porch adorned with string lights and surrounded by a vibrant flower garden.",,,,
b251,AI,Classic Colonial Farmhouse with White Facade and Black Shingle Roof,"A classic colonial farmhouse features a white facade, black shingle roof, and black-framed windows. A spacious front porch with white railings extends across the entire front of the house, providing ample outdoor living space.",,,,
b252,AI,Two-Story Colonial Farmhouse with Tan Facade and Gray Shingle Roof,"A two-story colonial farmhouse with a tan facade and gray shingle roof features a wraparound front porch with white railings, black-framed windows, and a double-car garage with a paved driveway.",,,,
b253,AI,Traditional Colonial Farmhouse with Tan Facade and Black Shingle Roof,"A traditional colonial farmhouse with a tan facade and black shingle roof features a front porch with white railings, black-framed windows, and a stone foundation.",,,,
b254,AI,Georgian Colonial Mansion with Brick Facade and Gray Shingle Roof,"A Georgian colonial mansion with a brick facade and gray shingle roof features a wraparound front porch with white railings, black-framed windows, and a stone walkway leading to the front door.",,,,
b255,AI,Victorian Farmhouse with Brick Facade and Brown Shingle Roof,"A Victorian farmhouse with a brick facade and brown shingle roof features a wraparound porch with white railings, arched windows, and a detached garage with a dirt driveway.",,,,
b256,AI,Greek Revival Farmhouse with Light Blue Facade and Gray Shingle Roof,"A Greek Revival farmhouse with a light blue facade and gray shingle roof features a front porch with white railings, black-framed windows, and a flag hanging from the porch.",,,,
b257,AI,Victorian Farmhouse with Blue Facade and Gray Shingle Roof,"A Victorian farmhouse with a blue facade and gray shingle roof features a wraparound porch with white railings, arched windows, and a white picket fence surrounding the property.",,,,
b258,AI,Two-Story Colonial Farmhouse with White Facade and Gray Shingle Roof,"A two-story colonial farmhouse with a white facade and gray shingle roof features a wraparound front porch with white railings, black-framed windows, and a paved driveway.",,,,
b259,AI,Colonial Farmhouse with Yellow Facade and Black Shingle Roof,"A colonial farmhouse with a yellow facade and black shingle roof features a wraparound front porch with white railings, black-framed windows, and a stone walkway leading to the front door.",,,,
b260,AI,Richardsonian Romanesque Mansion with Brick Facade and Gray Shingle Roof,"A Richardsonian Romanesque mansion with a brick facade and gray shingle roof features a tower, arched windows, a front porch with stone columns, and a landscaped front yard.",,,,
b261,AI,Colonial Farmhouse with White Facade and Black Shingle Roof,A classic colonial farmhouse with a white facade and black shingle roof sits on a large property surrounded by trees and a dirt driveway leading up to the front porch.,,,,
b262,AI,Colonial Revival Mansion with Brick Facade and Gray Shingle Roof,"A Colonial Revival mansion with a brick facade and gray shingle roof features a wraparound front porch with white railings, black-framed windows, and a stone walkway leading to the front door.",,,,
b263,AI,Tudor Revival House with Brick Facade and Brown Shingle Roof,"A Tudor Revival house with a brick facade and brown shingle roof features half-timbering accents, a steep roof with dormers, and large, arched windows.",,,,
b264,AI,Prairie Style House with Stone and Wood Facade,"A Prairie Style house with a stone and wood facade features a low-pitched roof, horizontal lines, large windows, and a cantilevered overhang.",,,,
b265,AI,Contemporary Modern Home with Stone and Wood Facade,"A contemporary modern home with a stone and wood facade features a flat roof, large windows, a modern entryway, and a landscaped front yard with drought-tolerant plants.",,,,
b266,AI,Tudor Revival House with Brick and Wood Facade,"A Tudor Revival house with a brick and wood facade features a steep roof with dormers, half-timbering accents, large, arched windows, and a stone front porch.",,,,
b267,AI,Colonial Revival Mansion with Brick Facade and Gray Shingle Roof,"A Colonial Revival mansion with a brick facade and gray shingle roof features a wraparound front porch with white railings, black-framed windows, and a stone walkway leading to the front door.",,,,
b268,AI,Craftsman Bungalow with Brown Shingle Roof,"A Craftsman bungalow with a brown shingle roof features a low-pitched roof, overhanging eaves, a stone porch, and large, casement windows with divided lights.",,,,
b269,AI,Tudor Revival House with Brick and Wood Facade,"A Tudor Revival house with a brick and wood facade features a steep roof with dormers, half-timbering accents, large, arched windows, and a stone front porch.",,,,
b270,AI,Modern Filipino Bahay Kubo with Wood Facade and Thatched Roof,"A modern Filipino bahay kubo with a wood facade and thatched roof features large windows, a raised foundation, and a balcony overlooking the surrounding landscape.",,,,
b271,AI,Colonial Revival Mansion with Brick Facade and Black Shutters,"A grand Colonial Revival mansion featuring a brick facade, black shutters, a wood-shingled roof, and symmetrical windows with white frames.",,,,
b272,AI,Prairie Style Residence with Stone and Wood Accents,"A modern Prairie Style home showcasing a stone exterior, wood accents, a flat roof, and large windows with horizontal lines, creating a sense of openness and connection to the surrounding landscape.",,,,
b273,AI,Contemporary Commercial Building with Stone and Brick Facade,"A modern commercial building featuring a combination of stone and brick exterior, a brown metal roof, large windows with white frames, and a welcoming entrance with columns.",,,,
b274,AI,Tudor Revival Residence with Green Facade and Stone Accents,"A Tudor Revival home featuring a lime green facade, stone accents, a dark-shingled roof, and tall, arched windows with decorative trim.",,,,
b275,AI,Tudor Revival Residence with Brick Facade and Black Trim,"A classic Tudor Revival home showcasing a red brick facade, black trim, a steeply pitched roof with dormers, and tall, arched windows.",,,,
b276,AI,Prairie Martin House,"A quintessential Prairie Style home, the Martin House showcases its low-pitched, hipped roof, cantilevered eaves, and horizontal lines, accentuated by warm-toned brick and wood exterior and expansive windows that bring in natural light.",,,,
b277,AI,Tudor Revival Brick and Timber Home,"A classic Tudor Revival residence, this home features a steeply pitched, shingled roof, prominent half-timbering accents, and a warm-toned brick facade, complemented by large, multi-paned windows that offer a glimpse into the interior.",,,,
b278,AI,Colonial Revival House with Green Roof,"A classic Colonial Revival home, this residence boasts a symmetrical facade, a green metal roof, and white stucco walls, accented by a front porch with columns and a green door, creating a timeless and elegant look.",,,,
b279,AI,Contemporary Modern House,"This modern house showcases a sleek, contemporary design with clean lines, a pitched roof, and a combination of warm-toned stucco and stone exterior, complemented by large windows that offer natural light and stunning views.",,,,
b280,AI,Colonial Revival Mansion,"A grand Colonial Revival mansion, this home features a symmetrical facade, a steeply pitched roof, and warm-toned brick exterior, accented by white trim, black shutters, and a wraparound porch with columns.",,,,
b281,AI,Tudor-style Residence with White Stucco Facade,"A Tudor-style home showcases a white stucco facade, accented by dark wood half-timbering, a steeply pitched gabled roof with dark shingles, and large, mullioned windows with a warm wood finish.",,,,
b282,AI,Contemporary Cube in Charcoal,"A contemporary residence showcases a dark, angular facade with a flat roof and geometric windows. The charcoal exterior contrasts with the warm glow from the interior, while a stone pathway leads to the entrance.",,,,
b283,AI,Tudor-style Residence with Brick and Wood Facade,"A Tudor-style home showcases a brick facade with dark wood half-timbering, a steeply pitched gabled roof with dark shingles, and large, mullioned windows with a warm wood finish.",,,,
b284,AI,Craftsman-style Residence with Wood and Stone Facade,"A Craftsman-style home features a steeply pitched, shingled roof, a wood-clad facade accented by stone detailing, a welcoming front porch with exposed rafters, and large, double-hung windows with wood frames.",,,,
b285,AI,Modern Vertical Residence with Glass and Concrete Facade,"A modern, vertical residence features a concrete base with large, floor-to-ceiling glass windows, a flat roof, and a minimalist design that blends seamlessly with the surrounding natural landscape.",,,,
b286,AI,Contemporary Urban Building with Metal Cladding,"A contemporary urban building features a sleek, vertical design with dark metal cladding, large windows with black frames, and a flat roof, creating a modern and industrial aesthetic.",,,,
b287,AI,Modern Townhouse with Brick Facade and Large Windows,"A modern townhouse features a brick facade, a flat roof, and large, floor-to-ceiling windows that offer ample natural light and a connection to the exterior space.",,,,
b288,AI,Mid-Century Modern Bungalow with Peach Facade,"A mid-century modern bungalow features a peach-colored stucco facade, a low-pitched roof with a wood overhang, and a large bay window with a gridded design.",,,,
b289,AI,Neoclassical Mansion with White Stucco Facade,"A Neoclassical mansion showcases a white stucco facade, adorned with Corinthian columns, a black tiled roof, and large, symmetrical windows with black frames, creating a grand and elegant appearance.",,,,
b290,AI,Traditional Brick Detached House with Bay Window,"A traditional detached house features a brick facade, a tiled roof, and a bay window with a conservatory extension, surrounded by a manicured lawn and hedges.",,,,
b291,AI,Neoclassical Mansion with White Stucco Facade,"A Neoclassical mansion showcases a white stucco facade, adorned with Corinthian columns, a black tiled roof, and large, symmetrical windows with black frames, creating a grand and elegant appearance.",,,,
b292,AI,Contemporary Two-Story Residence with Wood Accents,"A contemporary two-story residence features a beige stucco facade, accented by horizontal wood strips, large windows with black frames, a flat roof, and a modern entrance with a glass door and stone steps.",,,,
b293,AI,Art Deco-inspired Townhouse with Blue Facade,"An Art Deco-inspired townhouse features a blue facade with gold accents, a flat roof, arched windows with black frames, and ornate detailing, creating a sophisticated and elegant urban aesthetic.",,,,
b294,AI,Contemporary Modern Mansion with White Facade,"A contemporary modern mansion showcases a white stucco facade, accented by horizontal wood panels, large windows with black frames, a flat roof, and a grand entrance with a double wooden door.",,,,
b295,AI,Vibrant Yellow Building with Blue Shutters,"A colorful building with a bright yellow facade features a steeply pitched roof, blue shutters on its windows, a central balcony, and a small dome with a cross, showcasing a charming and historic European architectural style.",,,,
b296,AI,Modern Mediterranean Townhouse with Green Facade,"A modern Mediterranean-inspired townhouse features a teal-green facade, arched windows with dark wood frames, a flat roof, and a balcony overlooking the street, creating a stylish and inviting urban aesthetic.",,,,
b297,AI,Art Deco Building with Illuminated Facade,"An Art Deco building showcases a symmetrical facade with intricate geometric patterns, illuminated by golden lights, a flat roof, and large, arched windows with ornate detailing, creating a glamorous and iconic urban presence.",,,,
b298,AI,Neoclassical Mansion with Beige Facade,"A Neoclassical mansion features a beige stucco facade, adorned with Corinthian columns, a dark tiled roof, and large, symmetrical windows with black frames, creating a grand and elegant appearance.",,,,
b299,AI,Greek Revival Mansion with Brick Facade,"A grand Greek Revival mansion showcases a red brick facade, a hipped roof with dormers, a portico with Doric columns, and symmetrical windows with white trim, creating a timeless and elegant appearance.",,,,
b300,AI,Neoclassical Apartment Building with Beige Facade,"A Neoclassical-style apartment building features a beige stucco facade, adorned with Corinthian columns, a flat roof, and symmetrical windows with black frames, creating a grand and elegant urban presence.",,,,
b301,AI,Neoclassical Mansion with Stone Facade and Slate Roof,"A grand neoclassical mansion with a pale stone facade, featuring arched windows with stained glass accents and a slate roof, illuminated by warm lanterns and flanked by ornate columns.",,,,
b302,AI,Neoclassical Mansion with Slate Roof and Doric Columns,"A majestic neoclassical mansion with a pale facade, adorned with Doric columns and a slate mansard roof, featuring symmetrical windows with wrought iron balconies and illuminated by warm lanterns.",,,,
b303,AI,Neoclassical Townhouse with Stone Facade and Flat Roof,"A stylish neoclassical townhouse with a pale stone facade, featuring a flat roof, ornate columns, and large windows with wrought iron balconies, illuminated by warm lanterns.",,,,
b304,AI,Neoclassical Mansion with White Facade and Slate Roof,"A grand neoclassical mansion with a pristine white facade, featuring a slate mansard roof, Doric columns, and symmetrical windows with ornate detailing, illuminated by warm lanterns.",,,,
b305,AI,Neoclassical Mansion with Gray Facade and Flat Roof,"A grand neoclassical mansion with a soft gray facade, featuring a flat roof, ornate columns, and large arched windows with a central chandelier, illuminated by warm lanterns.",,,,
b306,AI,Neoclassical Mansion with Cream Facade and Wood Roof,"A grand neoclassical mansion with a cream-colored facade, featuring a wood-shingled roof, arched windows with intricate detailing, and a central double-door entrance framed by ornate columns.",,,,
b307,AI,Neoclassical Mansion with Terracotta Facade and Wood Accents,"A grand neoclassical mansion with a terracotta-colored facade, featuring ornate columns, arched windows with wooden shutters, and a wood-shingled roof, creating a striking contrast against the vibrant facade.",,,,
b308,AI,Neoclassical Mansion with White Marble Facade and Slate Roof,"A grand neoclassical mansion with a pristine white marble facade, featuring a slate mansard roof, Doric columns, and symmetrical windows with ornate detailing, illuminated by warm lanterns.",,,,
b309,AI,Federal-Style Mansion with White Facade and Gray Roof,"A classic Federal-style mansion with a pristine white facade, featuring a gray shingled roof, black shutters, and a central portico supported by Doric columns.",,,,
b310,AI,Neoclassical Mansion with White Facade and Slate Roof,"A grand neoclassical mansion with a pristine white facade, featuring a slate mansard roof, Doric columns, and symmetrical windows with ornate detailing, illuminated by warm lanterns.",,,,
b311,AI,Richardsonian Romanesque Mansion with Brick Facade and Slate Roof,"A grand Richardsonian Romanesque mansion with a textured brick facade, featuring a slate mansard roof, a prominent bay window, and a wraparound porch supported by ornate columns.",,,,
b312,AI,Colonial Revival Mansion with Brick Facade and Gray Roof,"A grand Colonial Revival mansion with a red brick facade, featuring a gray shingled roof, white columns, and black shutters, creating a timeless and elegant appearance.",,,,
b313,AI,Neoclassical Mansion with Brick Facade and Gray Roof,"A grand neoclassical mansion with a red brick facade, featuring a gray shingled roof, a central portico supported by Doric columns, and symmetrical windows with white trim.",,,,
b314,AI,Neoclassical Mansion with White Facade and Slate Roof,"A grand neoclassical mansion with a pristine white facade, featuring a slate mansard roof, Doric columns, and symmetrical windows with ornate detailing, illuminated by warm lanterns.",,,,
b315,AI,Modern A-Frame Cabin with Wood Siding and Metal Roof,"A cozy modern A-frame cabin with rustic wood siding and a dark metal roof, featuring large windows overlooking a snowy forest setting, illuminated by warm lanterns.",,,,
b316,AI,Modern A-Frame Cabin with Wood Siding and Slate Roof,"A spacious modern A-frame cabin with rustic wood siding and a dark slate roof, featuring large windows overlooking a landscaped lawn, and a spacious outdoor living area with a stone patio and lush greenery.",,,,
b317,AI,Modern A-Frame Cabin with Wood Siding and Metal Roof,"A cozy modern A-frame cabin with rustic wood siding and a dark metal roof, featuring large windows overlooking a snowy forest setting, illuminated by warm interior lighting.",,,,
b318,AI,Rustic Cabin with Log Walls and Shingle Roof,"A cozy rustic cabin with log walls and a dark shingle roof, featuring a spacious wooden deck with a scenic view of a forested landscape, illuminated by the warm glow of the setting sun.",,,,
b319,AI,Modern Cabin with Natural Wood,"A modern cabin features a wood-clad exterior with a black pitched roof and large windows that offer panoramic views. A spacious deck with wooden railings extends from the living area, overlooking a serene natural setting.",,,,
b320,AI,A-Frame Cabin with Wood Siding and Shingle Roof,"A cozy A-frame cabin nestled in a lush forest, featuring rustic wood siding, a dark shingle roof, and a spacious wooden deck with a balcony overlooking the natural surroundings.",,,,
b321,AI,Modern Cabin with Wood Siding and Sloped Roof,"A modern cabin nestled in a forest, featuring rustic wood siding, a sloped metal roof, large windows overlooking the surrounding nature, and a spacious wooden deck with outdoor seating.",,,,
b322,AI,Modern A-Frame Cabin with Wood Siding and Metal Roof,"A modern A-frame cabin with rustic wood siding and a dark metal roof, featuring large windows overlooking a forested landscape, illuminated by warm lanterns and a spacious outdoor deck.",,,,
b323,AI,Modern A-Frame Cabin with Teal Roof and Wood Siding,"A cozy modern A-frame cabin with rustic wood siding and a teal metal roof, featuring large windows overlooking a vibrant garden filled with colorful flowers, illuminated by warm lanterns.",,,,
b324,AI,Modern Mountain Chalet with Dark Facade and Sloped Roof,"A sleek modern chalet nestled in a snowy mountain landscape, featuring a dark exterior, a sloped metal roof, expansive glass walls, and a spacious wooden deck overlooking the breathtaking scenery.",,,,
b325,AI,Modern A-Frame Cabin with Wood Siding and Metal Roof,"A cozy modern A-frame cabin with rustic wood siding and a dark metal roof, featuring large windows overlooking a forested landscape, illuminated by warm lanterns and a spacious wooden deck.",,,,
b326,AI,Modern A-Frame Cabin with Black Roof and Wood Siding,"A cozy modern A-frame cabin with rustic wood siding and a teal metal roof, featuring large windows overlooking a vibrant garden filled with colorful flowers, illuminated by warm lanterns.",,,,
b327,AI,Modern A-Frame Cabin with Wood Siding and Metal Roof,"A cozy modern A-frame cabin with rustic wood siding and a dark metal roof, featuring large windows overlooking a forested landscape, illuminated by warm lanterns and a spacious wooden deck.",,,,
b328,AI,Rustic Chalet with Wood Facade and Tile Roof,"A charming rustic chalet with a wooden facade and a terracotta tile roof, nestled amidst lush greenery and featuring a balcony overlooking the picturesque landscape.",,,,
b329,AI,Modern A-Frame Cabin with Wood Siding and Dark Roof,"A cozy modern A-frame cabin with rustic wood siding and a dark metal roof, featuring large windows overlooking a forested landscape, illuminated by warm lanterns and a spacious wooden deck.",,,,
b330,AI,Rustic Cabin with Wood Siding and Red Tile Roof,"A cozy rustic cabin with wood siding and a red tile roof, nestled amidst a lush forest, featuring a spacious wooden deck overlooking the serene surroundings.",,,,
b331,AI,Cozy Cabin with Stone Foundation and Wood Exterior,"A charming cabin with a stone foundation and wood exterior features a warm, inviting facade with a slate roof, large windows, and a path leading to its front door.",,,,
b332,AI,Rustic Red Barn with White Trim,"A traditional red barn with white trim features a gabled roof, multiple windows, and a dirt path leading towards its entrance, surrounded by lush greenery.",,,,
b333,AI,Rustic Cabin with Green Roof and Wood Deck,"A charming cabin with a green roof and wood deck features a rustic red facade, large windows, and warm lighting, nestled amidst a serene forest setting.",,,,
b334,AI,Modern Farmhouse with Wood Siding and Black Accents,"A contemporary farmhouse with wood siding and black accents features a gabled roof, large windows, a stone driveway, and a welcoming front porch.",,,,
b335,AI,Modern A-Frame House with Large Windows and Wood Deck,"A modern A-frame house with a dark gray facade features large windows, a wood deck, and a stone retaining wall, nestled amidst a field of vibrant wildflowers.",,,,
b336,AI,Sunny Yellow A-Frame House with Large Glass Windows,"A vibrant yellow A-frame house with large glass windows features a modern design, wooden deck, and a serene natural backdrop.",,,,
b337,AI,Modern Farmhouse with Black Exterior and White Trim,"A contemporary farmhouse with a black exterior and white trim features a gabled roof, large windows, and a wooden deck, overlooking a scenic countryside landscape.",,,,
b338,AI,Modern A-Frame Cabin with Blue Roof and Wood Accents,"A contemporary A-frame cabin with a blue roof and wood accents features large windows, a spacious deck, and a stone staircase, nestled amidst lush greenery.",,,,
b339,AI,Modern A-Frame Cabin with Wood Exterior and Large Windows,"contemporary A-frame cabin with a wood exterior and large glass windows features a modern design, elevated foundation, and a serene forest setting.",,,,
b340,AI,Modern Tiny House with Solar Panels and Wood Exterior,"A contemporary tiny house with a wood exterior features a gabled roof, large windows, solar panels, and a stone retaining wall, nestled in a picturesque wooded landscape.",,,,
b341,AI,Modern Tiny House with Black Exterior and Large Glass Wall,"A contemporary tiny house with a black exterior features a gabled roof, a large glass wall, a wooden deck, and a stone pathway, surrounded by lush greenery.",,,,
b342,AI,Modern Two-Story Cabin with Black Exterior and Large Windows,"A contemporary two-story cabin with a black exterior features a gabled roof, large glass windows, a wooden deck, and a stone walkway, nestled amidst autumn foliage.",,,,
b343,AI,Modern Home with Wood Exterior and Large Windows,"A contemporary smart home with a wood exterior features a gabled roof, large glass windows, and warm lighting, showcasing a modern and inviting living space.",,,,
b344,AI,Modern Treehouse with Glass Walls,"A modern cabin nestled among trees features a wood-clad exterior with a black cantilevered roof. Large glass windows offer breathtaking views of the surrounding forest, while a wooden deck provides a seamless indoor-outdoor connection.",,,,
b345,AI,Mediterranean Villa with Terracotta Roof,"A Mediterranean-style villa features a stucco exterior with a terracotta tile roof and arched doorways. Large windows with white shutters provide ample natural light, while lush landscaping surrounds the property.",,,,
b346,AI,Tropical Modern Villa with Pool,"A modern villa in a tropical setting features a white stucco exterior with a wood-accented roof. Large sliding glass doors open onto a spacious terrace with a swimming pool, surrounded by lush greenery.",,,,
b347,AI,Coastal Elegance with Tile Roof,"A coastal-inspired home showcases a yellow stucco exterior with a gray tile roof and arched windows. White columns frame the entrance, while lush landscaping and palm trees create a tropical ambiance.",,,,
b348,AI,Rustic Log Cabin with Wraparound Porch,"A charming log cabin features a rustic exterior with a pitched metal roof and large wooden windows. A wraparound porch with wooden railings provides a peaceful outdoor living space, surrounded by lush greenery.",,,,
b349,AI,Mediterranean-Style Mansion with Clay Tile Roof,"A two-story Mediterranean-style mansion with a clay tile roof, stucco exterior, arched windows, and a wrought iron balcony overlooking a lush green lawn.",,,,
b350,AI,Contemporary Two-Story Residence with Flat Roof,"A modern two-story residence featuring a flat roof, white stucco exterior, large windows, a wooden balcony, and a covered patio overlooking a manicured lawn.",,,,
b351,AI,Modern Farmhouse with Gray Siding and Metal Roof,"A modern farmhouse with gray siding, a black metal roof, large windows, and a wraparound porch featuring wood accents, overlooking a lush green lawn.",,,,
b352,AI,Traditional Two-Story Home with Gray Metal Roof,"A traditional two-story home with a gray metal roof, white siding, black trim, and dormer windows, featuring a front porch and a manicured lawn.",,,,
b353,AI,Rustic Log Cabin with Shingle Roof,"A rustic log cabin with a shingle roof, featuring large windows, a wraparound porch with wooden railings, and a stone foundation, nestled in a wooded setting.",,,,
b354,AI,Modern Contemporary Home with Black Siding,"A modern contemporary home with black wood siding, a flat roof, large windows, and a wood-framed carport, featuring a gravel driveway and a landscaped front yard.",,,,
b355,AI,Traditional Two-Story Home with Stone Facade,"A traditional two-story home with a gray shingle roof, a stone facade, white trim, and a wraparound porch, featuring a curved driveway and a lush green lawn.",,,,
b356,AI,Modern Bamboo House with Sloped Roof and Large Windows,"A contemporary bamboo house with a sloped roof and large glass windows features a raised platform, open-air design, and a seamless integration with the surrounding forest.",,,,
b357,AI,Modern Treehouse with Wood Exterior and Glass Walls,"A contemporary treehouse with a wood exterior and large glass walls features a sloped roof, elevated platform, and a seamless connection to the surrounding rainforest.",,,,
b358,AI,Modern A-Frame Bamboo House with Thatched Roof,"A contemporary A-frame house with a thatched roof and bamboo exterior features large glass windows, a wooden deck, and a serene forest setting.",,,,
b359,AI,Modern Bamboo Bungalow with Open-Air Design,"A contemporary bamboo bungalow with an open-air design features a pitched roof, large windows, and sliding bamboo panels, offering a serene and airy living space.",,,,
b360,AI,Modern Farmhouse with Stone Facade,"A modern farmhouse with a gray shingle roof, a stone facade, large windows, and a wood-framed porch, featuring a gravel driveway and a landscaped front yard.",,,,
b361,AI,Modern A-Frame Bamboo House with Stone Facade,"A contemporary A-frame house features a striking stone facade, a bamboo-framed upper level, and a large wooden deck with a plunge pool, showcasing a blend of natural materials and modern design.",,,,
b362,AI,Modern Jungle Retreat with Green Roof,"A contemporary, elevated home features a green roof, large glass windows, and a wooden facade, seamlessly blending into the lush jungle surroundings.",,,,
b363,AI,Contemporary Bamboo Villa with Concrete Base,"A modern villa features a striking bamboo facade, a concrete base, and large glass windows, creating a harmonious blend of natural materials and contemporary design.",,,,
b364,AI,Victorian Gothic House with Red Brick Facade,"A historic Victorian Gothic house features a red brick facade, ornate wooden trim, a steeply pitched roof, and intricate window details.",,,,
b365,AI,Rustic Stone Cottage with Medieval Charm,"A charming stone cottage with a medieval-inspired design features a rustic stone facade, a wooden door, and a small balcony overlooking a stone courtyard.",,,,
b366,AI,Stone House with Rustic Cplor Facade,"A weathered stone house with a flat roof and simple rectangular windows displays a rustic charm, showcasing the beauty of aging architecture.",,,,
b367,AI,Mediterranean House with Yellow Facade,"A charming Mediterranean-style house features a yellow facade, a red-tiled roof, arched windows, and a wrought iron balcony, creating a warm and inviting atmosphere.",,,,
b368,AI,Neoclassical Mansion with Terracotta Facade,"A grand neoclassical mansion features a terracotta facade, arched windows, intricate detailing, and a tiled roof, exuding elegance and sophistication.",,,,
b369,AI,Victorian Queen Anne House with Tower,"A majestic Victorian Queen Anne house features a red brick facade, a distinctive tower, ornate detailing, and a steeply pitched roof.",,,,
b370,AI,Moorish-Inspired Mansion with Intricate Tilework,"A grand, two-story mansion with a warm ochre facade adorned with intricate mosaic tilework, featuring a curved archway entrance, a wrought-iron balcony, and elegant black-framed windows.",,,,
b371,AI,Stone Cottage with Ancient Influences,"A rustic stone cottage with a thatched roof features a circular window, intricate carvings, and a wooden door, evoking an ancient and mystical atmosphere.",,,,
b372,AI,Neoclassical Mansion with Stone Facade,"A grand neoclassical mansion features a stone facade, arched windows, intricate detailing, and a tiled roof, exuding elegance and sophistication.",,,,
b373,AI,Richardsonian Romanesque Mansion with Tower,"A grand Richardsonian Romanesque mansion features a brown brick facade, a prominent tower, arched windows, and a slate roof, showcasing a blend of architectural styles and materials.",,,,
b374,AI,Rustic Stone Farmhouse with Wooden Accents,"A charming stone farmhouse features a rustic exterior, a wooden roof, and large windows offering stunning views of the surrounding countryside.",,,,
